customer_id,nome,email,telefone,data_nascimento,cidade,estado,renda_mensal,score_credito,num_produtos,valor_compras_total,data_cadastro,canal_aquisicao,status_cliente,satisfacao,email_disponivel,telefone_disponivel,idade,faixa_etaria,meses_relacionamento,ticket_medio,segmento_renda,score_credito_norm,valor_norm,satisfacao_norm,indice_engajamento,alto_valor,classe_risco
CUST-00011,Allana Carvalho,email_nao_informado@desconhecido.com,0900 961 5102,2002-06-11,Viana da Serra,RR,3553.2132539429986,513.0,3,1964.9777685510724,2024-09-26,Referral,Ativo,4.0,0,1,23.0,18-25,17.5,654.9925895170242,Prata,0.38727272727272727,0.1220085441173466,0.75,0.3851,0,Moderado
CUST-00012,Maria Isis Da Mota,qsa@example.com,31 1627 8600,1981-01-21,Rezende de Fonseca,GO,3547.467233549165,648.0,1,2828.559659690913,2023-06-27,Pago,Prospect,1.0,1,1,45.0,36-50,32.5,2828.559659690913,Prata,0.6327272727272727,0.17562969492648275,0.0,0.3146,0,Bom
CUST-00013,Vitor Gonçalves,jazevedo@example.org,Não informado,1947-10-27,Leão dos Dourados,RJ,5821.851341731143,564.0,2,1395.1267987614929,2024-11-26,Orgânico,Ativo,4.0,1,0,78.0,65+,15.5,697.5633993807464,Ouro,0.48,0.08662560579578382,0.75,0.4098,0,Moderado
CUST-00014,Gabriela Viana,lnunes@example.net,+55 11 3112 6728,1999-12-12,Cavalcante Verde,RS,1287.817016632169,648.0,4,4460.805346115561,2022-06-17,Orgânico,Churned,4.0,1,1,26.0,26-35,44.8,1115.2013365288904,Bronze,0.6327272727272727,0.2769783834611817,0.75,0.5375,0,Bom
CUST-00015,Daniela Cirino,nvieira@example.org,11 8176 3203,1973-05-06,Aragão das Flores,GO,1469.3237166901536,640.0,1,3612.631387309825,2024-10-03,Pago,Ativo,4.0,1,1,52.0,51-65,17.3,3612.631387309825,Bronze,0.6181818181818182,0.22431393527842125,0.75,0.5133,0,Bom
CUST-00016,Isabelly Pires,brendacaldeira@example.net,41 4630 5177,1980-11-10,Rocha,AL,3315.616073450887,635.0,3,1416.425317783288,2024-01-19,Pago,Ativo,5.0,1,1,45.0,36-50,25.8,472.1417725944293,Bronze,0.6090909090909091,0.0879480641662014,1.0,0.5244,0,Bom
CUST-00017,Helena Caldeira,heloisa77@example.org,71 4387-3952,1976-02-19,Silva,CE,2418.7791678526355,832.0,2,4920.919197502945,2025-11-29,Orgânico,Ativo,4.0,1,1,50.0,51-65,3.4,2460.4595987514726,Bronze,0.9672727272727273,0.30554757240289404,0.75,0.6814,1,Excelente
CUST-00018,Kevin Da Luz,thalespinto@example.org,+55 11 7426 4220,1949-06-26,Sousa da Prata,GO,5111.924595315733,726.0,4,3661.352128118185,2021-09-30,Referral,Ativo,1.0,1,1,76.0,65+,53.4,915.3380320295463,Prata,0.7745454545454545,0.22733908230526514,0.0,0.3894,0,Excelente
CUST-00019,Melissa Cardoso,da-cunhalara@example.net,Não informado,1974-08-28,Azevedo,SE,2602.904321050435,527.0,1,3551.0304782383096,2022-11-28,Social,Ativo,4.0,1,0,51.0,51-65,39.5,3551.0304782383096,Bronze,0.4127272727272727,0.22048903845138862,0.75,0.4298,0,Moderado
CUST-00020,Sra. Ana Lívia Mendonça,fogacaagatha@example.org,+55 (061) 7731-2932,,Sampaio,PR,1828.749006497017,850.0,3,2821.5388860569315,2022-07-19,Orgânico,Ativo,2.0,1,1,,,43.8,940.5129620189772,Bronze,1.0,0.17519376410661847,0.25,0.5238,0,Excelente
CUST-00021,Noah Costela,breno61@example.net,11 9369-8777,1976-01-16,Albuquerque,SC,13711.005880490551,797.0,1,40.0925948865169,2022-03-23,Orgânico,Ativo,5.0,1,1,50.0,51-65,47.7,40.0925948865169,Platina,0.9036363636363637,0.002489411946679417,1.0,0.6123,0,Excelente
CUST-00022,Gabrielly Martins,azevedomaria-luisa@example.com,+55 (031) 7052 3974,1961-02-13,da Conceição de Alves,GO,4196.292136290191,720.0,2,4173.390681424329,2025-06-27,Social,Inativo,4.0,1,1,65.0,65+,8.5,2086.6953407121646,Prata,0.7636363636363637,0.2591323572321877,0.75,0.5837,0,Bom
CUST-00023,Mathias Teixeira,hjesus@example.net,+55 (011) 3174-7999,1969-12-10,da Paz do Amparo,RR,5152.667100948065,623.0,1,1650.8516002539286,2022-01-30,Orgânico,Ativo,4.0,1,1,56.0,51-65,49.4,1650.8516002539286,Ouro,0.5872727272727273,0.10250395883577579,0.75,0.4583,0,Bom
CUST-00024,Sr. Raul Lopes,uribeiro@example.org,31 9861 8027,2000-01-31,da Cruz de Peixoto,SE,1812.887704255854,535.0,3,10002.580547728958,2021-11-17,Email,Ativo,4.0,1,1,26.0,26-35,51.8,3334.1935159096524,Bronze,0.42727272727272725,0.621075876570754,0.75,0.5758,1,Moderado
CUST-00025,Ana Beatriz Vargas,maria-luizarocha@example.org,+55 51 5180 8688,2001-06-26,Barros,RJ,3357.4334027509426,605.0,6,5962.827220020868,2023-08-11,Referral,Prospect,3.0,1,1,24.0,18-25,31.0,993.8045366701446,Bronze,0.5545454545454546,0.37024127172414983,0.5,0.4764,0,Moderado
CUST-00026,Ísis Pereira,da-cruznina@example.com,31 0400 1338,1982-07-11,Gomes,AL,5111.924595315733,781.0,4,3100.9671898058505,2026-01-05,Pago,Churned,4.0,1,1,43.0,36-50,2.2,775.2417974514626,Prata,0.8745454545454545,0.19254390468898466,0.75,0.6047,0,Excelente
CUST-00027,Marcos Vinicius Melo,henriquemoraes@example.net,Não informado,1975-06-03,Siqueira,AC,2195.8060867742847,850.0,3,1017.0846763349904,2022-06-27,Orgânico,Ativo,5.0,1,0,50.0,51-65,44.5,339.0282254449968,Bronze,1.0,0.06315237891734424,1.0,0.6721,0,Excelente
CUST-00028,Raul Moreira,stellafogaca@example.net,(081) 5877-5324,1964-04-18,Almeida,SE,6393.18982425516,835.0,4,797.3039290177094,2025-12-11,Orgânico,Ativo,4.0,1,1,61.0,51-65,3.0,199.32598225442734,Ouro,0.9727272727272728,0.04950584844032173,0.75,0.5939,0,Excelente
CUST-00029,Ester Monteiro,xvargas@example.com,0300 228 4679,1950-04-12,Fogaça,PA,22766.570256192055,591.0,4,1456.3454549470905,2025-01-25,Orgânico,Churned,3.0,1,1,75.0,65+,13.5,364.0863637367726,Platina,0.5290909090909091,0.09042676794304454,0.5,0.3683,0,Moderado
CUST-00030,Dr. Cauê Cardoso,qmartins@example.com,+55 41 4711 9196,1969-10-27,Cassiano do Galho,AP,4007.0651724158047,516.0,2,2265.718154902956,2022-07-11,Orgânico,Ativo,4.0,1,1,56.0,51-65,44.1,1132.859077451478,Prata,0.3927272727272727,0.14068198525410722,0.75,0.3938,0,Moderado
CUST-00031,Dr. Benjamin Moraes,xsilva@example.org,Não informado,2003-03-26,Rios de Goiás,AP,3225.377805753865,667.0,0,1228.744934152698,2021-06-13,Referral,Churned,5.0,1,0,22.0,18-25,57.0,0.0,Bronze,0.6672727272727272,0.07629469549575674,1.0,0.5436,0,Bom
CUST-00032,Ana Liz Lopes,gfreitas@example.net,(021) 2582-4635,1990-04-05,Câmara do Galho,SE,17972.439581916482,438.0,1,2532.1135989979125,2025-09-28,Orgânico,Ativo,4.0,1,1,35.0,36-50,5.5,2532.1135989979125,Platina,0.2509090909090909,0.15722289518892354,0.75,0.3429,0,Alto Risco
CUST-00033,Maria Isis Da Paz,peixotoanna-liz@example.com,+55 31 0394 4145,1963-03-30,Vasconcelos de Santos,PE,4868.552493738376,689.0,5,632.6854657561373,2025-06-21,Pago,Prospect,5.0,1,1,62.0,51-65,8.7,126.53709315122747,Prata,0.7072727272727273,0.039284430489018696,1.0,0.5467,0,Bom
CUST-00034,Maria Liz Carvalho,email_nao_informado@desconhecido.com,+55 (021) 3463-6174,1951-04-13,da Paz de Almeida,PI,2343.972338698834,632.0,4,13313.101661329309,2023-09-16,Referral,Ativo,2.0,0,1,74.0,65+,29.9,3328.275415332327,Bronze,0.6036363636363636,0.8266313122630117,0.25,0.5933,1,Bom
CUST-00035,Hadassa Ramos,isaac72@example.org,+55 71 7373-3897,2004-07-06,da Luz da Praia,PE,8741.013635024368,594.0,1,399.715996200942,2024-10-21,Orgânico,Churned,4.0,1,1,21.0,18-25,16.7,399.715996200942,Platina,0.5345454545454545,0.024818991612741096,0.75,0.41,0,Moderado
CUST-00036,Yan Da Cunha,mendoncamilena@example.net,+55 61 1959 5529,1988-11-24,Siqueira da Mata,MT,2091.0245601763786,459.0,3,9405.992523765251,2025-10-25,Orgânico,Ativo,5.0,1,1,37.0,36-50,4.6,3135.3308412550837,Bronze,0.28909090909090907,0.5840327927218567,1.0,0.57,1,Alto Risco
CUST-00037,Danilo Da Mata,da-cruzmelissa@example.net,(051) 0871-6780,1976-09-23,Almeida do Oeste,TO,5688.515043392144,712.0,3,8569.795982640086,2022-10-01,Orgânico,Inativo,3.0,1,1,49.0,36-50,41.4,2856.5986608800285,Ouro,0.7490909090909091,0.5321120411431395,0.5,0.6109,0,Bom
CUST-00038,Sra. Daniela Cirino,ottomonteiro@example.com,+55 (061) 8592 0423,1979-04-11,Nunes da Prata,RS,1246.669548394463,586.0,2,2608.198852554614,2023-06-09,Orgânico,Ativo,4.0,1,1,46.0,36-50,33.1,1304.099426277307,Bronze,0.52,0.16194714762771698,0.75,0.4522,0,Moderado
CUST-00039,Amanda Rezende,nmartins@example.com,+55 (041) 6730 0919,1956-03-10,Silva de Cardoso,ES,1939.6634657975048,510.0,1,4517.302826057942,2024-09-25,Referral,Ativo,3.0,1,1,70.0,65+,17.5,4517.302826057942,Bronze,0.38181818181818183,0.28048640038859546,0.5,0.3759,0,Moderado
CUST-00040,Sra. Lorena Monteiro,qnovais@example.org,41 4305-9376,1962-05-24,Moura,PB,5640.922331683903,305.0,3,2004.75333048938,2022-01-05,Pago,Prospect,4.0,1,1,63.0,51-65,50.2,668.2511101631267,Ouro,0.00909090909090909,0.12447827099223166,0.75,0.2347,0,Alto Risco
CUST-00041,Yuri Alves,ecosta@example.org,+55 (021) 4049-0146,1980-08-03,Novaes dos Dourados,PE,8241.409021144504,647.0,1,16105.24724121924,2023-11-17,Social,Ativo,4.0,1,1,45.0,36-50,27.8,16105.24724121924,Platina,0.6309090909090909,1.0,0.75,0.7899,1,Bom
CUST-00042,Bernardo Camargo,ceciliagarcia@example.net,31 6536-8996,1970-07-06,Vieira da Mata,PR,5541.152534557028,648.0,0,1457.3596008413845,2026-02-22,Pago,Churned,5.0,1,1,55.0,51-65,0.6,0.0,Ouro,0.6327272727272727,0.09048973784838685,1.0,0.5348,0,Bom
CUST-00043,Dra. Valentina Novais,rviana@example.org,+55 81 7330-9978,1977-08-05,Oliveira,CE,4532.578230261855,849.0,2,1254.162205611037,2022-12-25,Pago,Ativo,4.0,1,1,48.0,36-50,38.6,627.0811028055185,Prata,0.9981818181818182,0.0778728936492931,0.75,0.614,0,Excelente
CUST-00044,Valentim Ribeiro,oalves@example.org,(041) 3574-4792,1975-04-02,Novaes,DF,3980.757525021703,595.0,1,3021.531205835479,2024-08-05,Pago,Prospect,4.0,1,1,50.0,51-65,19.2,3021.531205835479,Prata,0.5363636363636364,0.18761160015614484,0.75,0.4677,0,Moderado
CUST-00045,Diego Martins,nathan88@example.org,71 6649 2066,1997-10-01,Fonseca,MS,1745.915967641561,578.0,3,2412.947277184613,2025-06-02,Referral,Ativo,4.0,1,1,28.0,26-35,9.3,804.3157590615377,Bronze,0.5054545454545455,0.14982367181603987,0.75,0.4421,0,Moderado
CUST-00046,Ana Beatriz Gomes,matheus77@example.com,Não informado,2000-12-03,Costa,MG,2969.381776663449,706.0,3,3032.390527457513,2025-09-23,Orgânico,Churned,4.0,1,0,25.0,26-35,5.6,1010.7968424858377,Bronze,0.7381818181818182,0.1882858724265041,0.75,0.5487,0,Bom
CUST-00047,Carolina Camargo,email_nao_informado@desconhecido.com,+55 (061) 4391-9068,1960-04-06,Dias Verde,MA,3560.131852317836,530.0,0,1182.2927506764324,2022-12-20,Orgânico,Churned,4.0,0,1,65.0,65+,38.7,0.0,Prata,0.41818181818181815,0.07341040674312103,0.75,0.3805,0,Moderado
CUST-00048,Henry Gabriel Cassiano,rborges@example.net,71 3533 8824,1998-01-14,Sales do Norte,TO,10300.889795027337,686.0,2,1600.2638492885933,2025-03-20,Referral,Ativo,5.0,1,1,28.0,26-35,11.8,800.1319246442966,Platina,0.7018181818181818,0.09936288622710061,1.0,0.5655,0,Bom
CUST-00049,Gustavo Correia,sara46@example.net,31 4777-1345,1993-11-17,Casa Grande de Pimenta,AL,6251.225494928042,742.0,1,306.69633336589527,2023-06-15,Pago,Prospect,5.0,1,1,32.0,26-35,32.9,306.69633336589527,Ouro,0.8036363636363636,0.01904325520572865,1.0,0.5781,0,Excelente
CUST-00050,Zoe Lopes,carlos-eduardocardoso@example.net,21 0002 7880,2004-06-29,Andrade do Sul,PR,1430.6324400408182,797.0,2,187.9232290723081,2021-11-19,Pago,Prospect,4.0,1,1,21.0,18-25,51.7,93.96161453615404,Bronze,0.9036363636363637,0.011668447323884824,0.75,0.553,0,Excelente
CUST-00051,Apollo Costela,moliveira@example.net,84 5681-1960,1994-10-21,Nascimento,SP,6166.327855739181,638.0,4,1023.0578232577436,2024-07-14,Referral,Ativo,4.0,1,1,31.0,26-35,19.9,255.7644558144359,Ouro,0.6145454545454545,0.06352326095555758,0.75,0.4556,0,Bom
CUST-00052,Pietra Macedo,marcos-viniciuspereira@example.com,(051) 4291-5250,1959-11-06,Jesus,BA,3753.4939444665215,626.0,3,270.0168331929996,2025-06-14,Pago,Inativo,4.0,1,1,66.0,65+,8.9,90.00561106433321,Prata,0.5927272727272728,0.016765767650056773,0.75,0.4305,0,Bom
CUST-00053,Marcelo Rodrigues,silvaheloisa@example.com,+55 (081) 6299-0091,1988-01-25,da Rocha,MA,3059.952279180677,545.0,1,383.47209725087015,2021-05-15,Referral,Ativo,4.0,1,1,38.0,36-50,57.9,383.47209725087015,Bronze,0.44545454545454544,0.023810382511199473,0.75,0.374,0,Moderado
CUST-00054,Ana Clara Sales,esthercunha@example.org,+55 61 3286 3108,2003-04-12,Ferreira de Moura,PI,7541.477541297874,648.0,3,5866.923567901723,2025-12-25,Pago,Prospect,5.0,1,1,22.0,18-25,2.6,1955.6411893005743,Platina,0.6327272727272727,0.3642864639101045,1.0,0.6306,0,Bom
CUST-00055,Srta. Ísis Macedo,abreuagatha@example.net,(071) 2858-8383,1977-03-04,Lima,GO,10114.240555321276,623.0,3,138.77307480793118,2025-01-02,Referral,Ativo,4.0,1,1,49.0,36-50,14.3,46.257691602643725,Platina,0.5872727272727273,0.008616637343682619,0.75,0.4254,0,Bom
CUST-00056,Luiz Felipe Da Paz,ylima@example.net,Não informado,1953-05-08,Almeida do Sul,GO,5111.924595315733,694.0,3,3764.967696162914,2024-06-21,Referral,Ativo,3.0,1,0,72.0,65+,20.7,1254.9892320543047,Prata,0.7163636363636363,0.23377273504544402,0.5,0.4934,0,Bom
CUST-00057,Ryan Da Mota,da-costanoah@example.org,84 1687 4208,1959-03-16,da Conceição,MG,2731.340337315257,760.0,2,1113.7723201577603,2021-03-22,Pago,Ativo,4.0,1,1,67.0,65+,59.7,556.8861600788802,Bronze,0.8363636363636363,0.06915586600292656,0.75,0.5463,0,Excelente
CUST-00058,Marcelo Azevedo,bnovaes@example.org,71 5249-6419,1986-01-03,Pereira de Barros,RN,3958.2264465929343,554.0,2,7182.636754093915,2024-12-25,Referral,Inativo,3.0,1,1,40.0,36-50,14.6,3591.3183770469577,Prata,0.4618181818181818,0.44598115424834406,0.5,0.4658,0,Moderado
CUST-00059,Dr. Thiago Da Rosa,olivia16@example.net,(051) 5126 1724,1971-04-03,Fernandes de da Luz,RR,6197.395499089385,829.0,2,2322.506889596976,2025-07-13,Social,Prospect,2.0,1,1,54.0,51-65,8.0,1161.253444798488,Ouro,0.9618181818181818,0.1442080866447569,0.25,0.4977,0,Excelente
CUST-00060,Mirella Pacheco,saranovaes@example.org,11 1889-0891,1979-02-15,Fonseca,AP,9729.147823648482,617.0,3,1276.356254155624,2025-05-25,Pago,Churned,5.0,1,1,47.0,36-50,9.6,425.4520847185413,Platina,0.5763636363636364,0.07925095684895539,1.0,0.5083,0,Moderado
CUST-00061,Nicolas Jesus,moraesana-beatriz@example.com,0500-948-3192,1962-08-17,Costela Verde,PR,3514.2381334394854,647.0,1,2551.718222493844,2021-03-20,Pago,Ativo,4.0,1,1,63.0,51-65,59.8,2551.718222493844,Prata,0.6309090909090909,0.15844017693581633,0.75,0.4953,0,Bom
CUST-00062,Maria Luísa Leão,viniciusmarques@example.org,+55 (021) 7201-5920,2004-02-17,Fonseca de Sousa,TO,4315.803151544886,560.0,3,1684.1961271945124,2023-03-13,Social,Ativo,5.0,1,1,22.0,18-25,36.0,561.3987090648375,Prata,0.4727272727272727,0.10457437268544603,1.0,0.4757,0,Moderado
CUST-00063,Vicente Da Costa,zazevedo@example.net,0800-968-0307,1970-05-10,Araújo,PR,2265.533425634276,359.0,0,2907.813263062302,2025-06-19,Referral,Inativo,5.0,1,1,55.0,51-65,8.8,0.0,Bronze,0.10727272727272727,0.18055067516257314,1.0,0.3561,0,Alto Risco
CUST-00064,Maria Cecília Cirino,saparecida@example.org,+55 21 8091 4320,1959-05-04,Marques de Minas,MG,2127.398951885518,756.0,2,425.7397929019276,2021-09-19,Orgânico,Inativo,3.0,1,1,66.0,65+,53.7,212.8698964509638,Bronze,0.8290909090909091,0.026434849867582485,0.5,0.4659,0,Excelente
CUST-00065,Maria Eduarda Rocha,epimenta@example.org,Não informado,1980-12-17,Pimenta,RR,8679.924206757905,738.0,4,16105.24724121924,2025-04-11,Social,Ativo,4.0,1,0,45.0,36-50,11.0,4026.31181030481,Platina,0.7963636363636364,1.0,0.75,0.856,1,Excelente
CUST-00066,Luiz Miguel Macedo,ana-julia15@example.net,(081) 7922 8883,2007-11-01,Moura,PI,12700.136494655224,616.0,2,1940.2335736117648,2021-10-26,Orgânico,Ativo,2.0,1,1,18.0,18-25,52.5,970.1167868058824,Platina,0.5745454545454546,0.12047213833799426,0.25,0.3345,0,Moderado
CUST-00067,Isabella Peixoto,maria-isis56@example.org,+55 81 9661-3251,1965-03-09,Caldeira,PA,4673.16997035056,658.0,5,1498.225825317795,2025-12-15,Referral,Ativo,5.0,1,1,61.0,51-65,2.9,299.645165063559,Prata,0.6509090909090909,0.09302718566674872,1.0,0.5429,0,Bom
CUST-00068,Sabrina Gonçalves,xalmeida@example.org,(051) 0107 6927,2004-08-31,Barros,BA,9921.63523095776,712.0,3,4335.093814873176,2023-09-25,Social,Ativo,4.0,1,1,21.0,18-25,29.6,1445.0312716243918,Platina,0.7490909090909091,0.2691727577939989,0.75,0.5813,0,Bom
CUST-00069,Ian Aparecida,email_nao_informado@desconhecido.com,21 4634-5517,1945-11-25,Camargo,CE,6330.56784162912,462.0,0,1583.3949679137736,2025-01-17,Email,Prospect,4.0,0,1,80.0,65+,13.8,0.0,Ouro,0.29454545454545455,0.0983154709889386,0.75,0.3397,0,Alto Risco
CUST-00070,Marcelo Carvalho,fernandosiqueira@example.net,+55 21 5373-1159,1989-02-03,Cirino de Goiás,AP,3128.83550687236,587.0,5,6269.918767363753,2023-11-13,Orgânico,Ativo,4.0,1,1,37.0,36-50,28.0,1253.9837534727508,Bronze,0.5218181818181818,0.3893090663840745,0.75,0.5325,1,Moderado
CUST-00071,Srta. Laura Teixeira,heloisamontenegro@example.org,(021) 0639-3314,1975-12-04,Peixoto,AM,6329.502536731233,648.0,3,16105.24724121924,2025-10-31,Referral,Prospect,4.0,1,1,50.0,51-65,4.4,5368.41574707308,Ouro,0.6327272727272727,1.0,0.75,0.7906,0,Bom
CUST-00072,Luna Nascimento,oliveirajosue@example.com,+55 (031) 3364 5020,1964-01-21,Pacheco de Goiás,RR,14423.66582349016,499.0,3,4449.864379244853,2026-02-25,Pago,Ativo,4.0,1,1,62.0,51-65,0.5,1483.288126414951,Platina,0.3618181818181818,0.27629904170958747,0.75,0.4289,0,Alto Risco
CUST-00073,Maria Eduarda Silva,ealmeida@example.org,(021) 7511 8566,1978-04-21,Aparecida,SP,4793.04780304847,685.0,4,397.86721852373705,2022-10-22,Pago,Ativo,4.0,1,1,47.0,36-50,40.7,99.46680463093426,Prata,0.7,0.024704198114105867,0.75,0.4761,0,Bom
CUST-00074,Ana Moura,barrosbruna@example.net,+55 71 1045 4774,1963-08-23,Pinto,PA,14694.8233703472,487.0,3,6550.5191793463655,2022-01-14,Orgânico,Prospect,5.0,1,1,62.0,51-65,49.9,2183.506393115455,Platina,0.34,0.40673198500058927,1.0,0.5284,0,Alto Risco
CUST-00075,Luiz Gustavo Novais,ymoreira@example.net,+55 (011) 1182 3631,1976-11-05,Gomes do Norte,GO,785.3884429187458,706.0,1,4657.584799309461,2023-07-29,Referral,Inativo,5.0,1,1,49.0,36-50,31.5,4657.584799309461,Bronze,0.7381818181818182,0.2891967275975119,1.0,0.6465,0,Bom
CUST-00076,Théo Novaes,luccamonteiro@example.com,81 9223-4900,,Pinto,PI,8737.083812385968,646.0,3,832.642424264105,2023-05-14,Pago,Ativo,3.0,1,1,,,34.0,277.5474747547017,Platina,0.6290909090909091,0.051700070901927374,0.5,0.3947,0,Bom
CUST-00077,Davi Lucca Da Mata,britodiego@example.org,Não informado,1970-07-30,Rios dos Dourados,CE,5223.552201251447,456.0,3,549.4593311561578,2021-10-08,Orgânico,Inativo,4.0,1,0,55.0,51-65,53.1,183.15311038538593,Ouro,0.28363636363636363,0.03411678957339379,0.75,0.3129,0,Alto Risco
CUST-00078,Kevin Carvalho,email_nao_informado@desconhecido.com,+55 21 2678 6263,1984-04-13,Siqueira,RO,3986.603342307949,790.0,3,1330.787021000617,2023-09-07,Referral,Ativo,5.0,0,1,41.0,36-50,30.2,443.5956736668723,Prata,0.8909090909090909,0.08263064832650593,1.0,0.6353,0,Excelente
CUST-00079,Sra. Rafaela Silveira,murilo25@example.org,21 4157-1211,1981-09-05,Martins Alegre,RS,5240.8162787738565,562.0,3,13064.264033748286,2024-06-17,Referral,Prospect,2.0,1,1,44.0,36-50,20.8,4354.754677916096,Ouro,0.4763636363636364,0.8111805946270753,0.25,0.537,0,Moderado
CUST-00080,Gabriel Santos,thiagoda-paz@example.org,41 3679 1032,1981-04-02,Castro de Carvalho,AL,5111.924595315733,553.0,3,1038.9140195056252,2026-02-14,Social,Ativo,5.0,1,1,44.0,36-50,0.9,346.30467316854174,Prata,0.46,0.06450779698970797,1.0,0.4566,0,Moderado
CUST-00081,Gabrielly Alves,joao-vitormelo@example.net,+55 (061) 7807 3657,1953-10-17,Machado,PA,4214.261630727924,674.0,3,2131.6396480625863,2025-03-04,Email,Inativo,3.0,1,1,72.0,65+,12.3,710.5465493541955,Prata,0.68,0.13235684098080394,0.5,0.4433,0,Bom
CUST-00082,João Gabriel Alves,garciaana-beatriz@example.net,+55 84 4249-9125,1975-07-24,Aparecida do Sul,AM,6310.554323286679,788.0,3,106.68020634979706,2025-11-01,Pago,Ativo,4.0,1,1,50.0,51-65,4.3,35.560068783265685,Ouro,0.8872727272727273,0.006623940927573173,0.75,0.5447,0,Excelente
CUST-00083,Ana Julia Castro,alanarios@example.com,0900-047-5552,1953-05-18,Garcia,AP,13829.037557601549,528.0,1,1771.7541896557943,2024-12-08,Email,Ativo,4.0,1,1,72.0,65+,15.1,1771.7541896557943,Platina,0.41454545454545455,0.11001098977985417,0.75,0.3918,0,Moderado
CUST-00084,Bruna Camargo,catarinalima@example.net,Não informado,2005-07-02,da Rosa,MS,5111.924595315733,657.0,1,2964.656082985779,2021-07-24,Social,Churned,4.0,1,0,20.0,18-25,55.6,2964.656082985779,Prata,0.649090909090909,0.18408013478974328,0.75,0.5116,0,Bom
CUST-00085,Ana Clara Ramos,carvalhoisabelly@example.net,0500-035-3155,2000-11-29,Nunes,GO,5111.924595315733,701.0,4,10710.918848801446,2025-10-11,Orgânico,Prospect,5.0,1,1,25.0,26-35,5.0,2677.7297122003615,Prata,0.7290909090909091,0.6650577099734472,1.0,0.7744,0,Bom
